slug,title,category,intro,section1_title,section1_items,section2_title,section2_items
internship-prep-checklist-ultimate,Internship Preparation Checklist Ultimate,career,Internships are easier when you prepare early. This checklist helps you get ready.,Before Starting,confirm schedule | dress code | paperwork,First Week,meet supervisor | set goals | take notes
internship-prep-checklist-template,Internship Preparation Checklist Template,career,Internships are easier when you prepare early. This checklist helps you get ready. Use as a starting template.,Before Starting,confirm schedule | dress code | paperwork,First Week,meet supervisor | set goals | take notes
internship-prep-checklist-packing-list,Internship Preparation Checklist Packing List,career,Internships are easier when you prepare early. This checklist helps you get ready. Focused on what to pack.,Packing Essentials,confirm schedule | dress code | paperwork,First Week,meet supervisor | set goals | take notes
two-weeks-notice-checklist-printable,Two Weeks Notice Checklist Printable,career,Leaving a job professionally matters. This checklist helps you resign the right way. Print-friendly format.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-pdf,Two Weeks Notice Checklist PDF,career,Leaving a job professionally matters. This checklist helps you resign the right way. Easy to save and share.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-free-printable,Two Weeks Notice Checklist Free Printable,career,Leaving a job professionally matters. This checklist helps you resign the right way. Free printable version.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-for-beginners,Two Weeks Notice Checklist For Beginners,career,Leaving a job professionally matters. This checklist helps you resign the right way. Beginner-friendly basics.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-simple,Two Weeks Notice Checklist Simple,career,Leaving a job professionally matters. This checklist helps you resign the right way.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-ultimate,Two Weeks Notice Checklist Ultimate,career,Leaving a job professionally matters. This checklist helps you resign the right way.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-template,Two Weeks Notice Checklist Template,career,Leaving a job professionally matters. This checklist helps you resign the right way. Use as a starting template.,Before You Resign,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
two-weeks-notice-checklist-packing-list,Two Weeks Notice Checklist Packing List,career,Leaving a job professionally matters. This checklist helps you resign the right way. Focused on what to pack.,Packing Essentials,write letter | plan last day | save contacts,After Notice,document work | train replacement | return equipment
work-trip-checklist-printable,Work Trip Packing Checklist Printable,career,Work travel is smoother when prepared. This checklist covers business trip essentials. Print-friendly format.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-pdf,Work Trip Packing Checklist PDF,career,Work travel is smoother when prepared. This checklist covers business trip essentials. Easy to save and share.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-free-printable,Work Trip Packing Checklist Free Printable,career,Work travel is smoother when prepared. This checklist covers business trip essentials. Free printable version.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-for-beginners,Work Trip Packing Checklist For Beginners,career,Work travel is smoother when prepared. This checklist covers business trip essentials. Beginner-friendly basics.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-simple,Work Trip Packing Checklist Simple,career,Work travel is smoother when prepared. This checklist covers business trip essentials.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-ultimate,Work Trip Packing Checklist Ultimate,career,Work travel is smoother when prepared. This checklist covers business trip essentials.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-template,Work Trip Packing Checklist Template,career,Work travel is smoother when prepared. This checklist covers business trip essentials. Use as a starting template.,Work Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
work-trip-checklist-packing-list,Work Trip Packing Checklist Packing List,career,Work travel is smoother when prepared. This checklist covers business trip essentials. Focused on what to pack.,Packing Essentials,laptop | charger | notebook | business cards,Travel Essentials,toiletries | casual clothes | headphones
performance-review-checklist-printable,Performance Review Checklist Printable,career,Performance reviews go better with preparation. This checklist helps you get ready. Print-friendly format.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-pdf,Performance Review Checklist PDF,career,Performance reviews go better with preparation. This checklist helps you get ready. Easy to save and share.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-free-printable,Performance Review Checklist Free Printable,career,Performance reviews go better with preparation. This checklist helps you get ready. Free printable version.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-for-beginners,Performance Review Checklist For Beginners,career,Performance reviews go better with preparation. This checklist helps you get ready. Beginner-friendly basics.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-simple,Performance Review Checklist Simple,career,Performance reviews go better with preparation. This checklist helps you get ready.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-ultimate,Performance Review Checklist Ultimate,career,Performance reviews go better with preparation. This checklist helps you get ready.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-template,Performance Review Checklist Template,career,Performance reviews go better with preparation. This checklist helps you get ready. Use as a starting template.,Prepare Notes,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
performance-review-checklist-packing-list,Performance Review Checklist Packing List,career,Performance reviews go better with preparation. This checklist helps you get ready. Focused on what to pack.,Packing Essentials,accomplishments | metrics | projects | feedback,Meeting Prep,goals | questions | next steps
kitchen-stockup-checklist-printable,Kitchen Stock Up Checklist Printable,home,Stocking a kitchen is easier when organized. This checklist covers core cooking needs. Print-friendly format.,Cooking Basics,salt | pepper | oil | rice | pasta,Kitchen Tools,cutting board | knife | spatula | measuring cups
